Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
28732.553	28734.122		T
28734.538	28735.63		U
28735.646	28736.285		N
28737.517	28737.739		T
28737.944	28738.325		T
28741.628	28743.38		T
28745.898	28746.154		T
28747.34	28748.13		U
28749.048	28749.274		U
28751.181	28751.56		T
28752.008	28753.225		U
28753.65	28753.926		T
28758.24	28758.449		T
28759.99	28760.591		T
28762.584	28763.5		N
28763.503	28764.022		T
28766.217	28766.938		T
28767.538	28767.89		T
28769.039	28769.314		T
28769.819	28769.993		T
28771.32	28771.774		T
28771.774	28772.075		T
28772.286	28772.91		T
28772.914	28774.299		T
28775.27	28775.603		U
28777.411	28778.332		U
28778.674	28778.94		U
28779.825	28780.059		T
28780.622	28780.844		T
28781.455	28781.66		T
28782.172	28782.33		T
28782.651	28783.372		T
28783.372	28783.94		T
28784.242	28785.638	x	
28784.741	28784.892		T
28786.014	28786.878		T
28787.446	28788.498		T
28789.405	28790.561		T
28790.561	28790.566		T
28791.609	28791.767		T
28792.622	28793.803		T
28793.649	28795.156	laugh	
28794.085	28794.738		T
28795.234	28795.807		T
28797.147	28797.942		T
28799.118	28799.25		T
28799.433	28799.939		T
28800.072	28801.34		N
28801.472	28802.203	/\ g3]/	
28802.39	28802.867		T
28802.943	28808.933		T
28804.137	28805.003	laugh	
28805.595	28808.414	x	
28809.072	28811.3	cry	
28809.3	28811.551		T
28812.05	28812.584	x	
28814.671	28815.045		T
28815.105	28818.464		T
28817.167	28817.754	laugh	
28820.557	28820.677	x	
28822.514	28823.323	x	
28823.334	28827.874		T
28824.389	28825.42	laugh	
28827.98	28828.232		T
28828.347	28828.757		T
28828.503	28829.02	x	
28829.29	28829.531	x	
28830.53	28830.807	x	
28832.724	28835.873		T
28835.485	28835.874	laugh	
28835.874	28836.268	x	
28837.969	28838.432	x	
28839.038	28839.84		T
28841.133	28841.62	x	
28850.837	28852.142		N
28852.503	28853.095	x	
28852.511	28853.241		N
28853.757	28855.444		N
28855.732	28857.304		N
28857.62	28859.566		N
28859.807	28862.494		N
28861.464	28862.491	x	
28863.506	28864.372		T
28863.552	28864.132	x	
28864.659	28865.242	laugh	
28866.221	28867.343		T
28867.377	28867.977	laugh	
28868.875	28869.035	x	
28869.668	28870.042		T
28870.764	28871.969		N
28871.892	28872.694	x	
28872.887	28873.103		N
28874.182	28874.781		N
28876.757	28878.519		N
28878.775	28880.063		N
28881.357	28882.494		N
28881.923	28882.296	x	
28882.757	28883.246		N
28883.6	28884.288		T
28885.906	28886.05	x	
28886.425	28886.591		T
28887.577	28887.951		T
28888.893	28889.361		T
28889.955	28892.204	laugh	
28889.962	28891.016		T
28891.746	28893.318		T
28893.58	28894.325		T
28895.403	28895.687		T
28895.687	28896.835		T
28897.051	28898.554		T
28897.088	28897.703	laugh	
28899.174	28899.516		T
28900.336	28901.138		T
28901.167	28901.782		T
28903.001	28903.667		T
28905.507	28907.105		T
28907.788	28908.679	x	
28910.757	28910.868		T
28911.278	28912.825		N
28912.401	28915.152	laugh	
28913.958	28915.253		T
28915.26	28916.116		T
28916.122	28916.943		T
28918.023	28919.023		T
28920.29	28921.691		N
28922.64	28923.466		N
28923.776	28924.114		N
28924.363	28925.044		N
28925.102	28927.472		N
28925.911	28926.327	x	
28928.869	28929.103	breath	
28929.476	28932.207	x	
28931.496	28932.235		T
28932.744	28933.298		N
28933.288	28933.626	x	
28934.895	28937.118		N
28935.939	28938.433	x	
28938.551	28940.117		T
28940.117	28940.964		T
28941.637	28943.252		T
28943.378	28946.744	x 	
28945.217	28947.004		T
28947.004	28947.005		T
28947.542	28947.681		T
28947.974	28948.248		T
28949.634	28950.219		T
28953.016	28953.077		T
28953.224	28953.278		T
28953.399	28953.482		T
28953.598	28953.648		T
28953.806	28953.854		T
28953.979	28954.05		T
28956.449	28957.134	x	
28957.692	28958.293		T
28958.827	28960.45	x	
28959.513	28959.858		T
28960.641	28961.168		T
28961.292	28961.851		T
28964.639	28965.123		T
28965.134	28965.757		U
28965.449	28967.499	/ye be w3] \ \ \/	
28968.123	28968.938		T
28969.129	28969.347	x	
28969.793	28971.116		T
28970.308	28972.659	laugh	
28972.093	28972.654		T
28973.922	28974.132		T
28975.043	28975.319	x	
28975.531	28978.212	laugh	
28975.711	28977.006		T
28979.924	28980.066		T
28980.356	28980.938		T
28981.47	28981.664	x	
28982.8	28983.538		T
28984.236	28984.546		T
28985.551	28986.106		T
28985.774	28990.48	cry	
28986.807	28987.028		T
28987.275	28987.43		T
28987.576	28988.692		T
28988.876	28990.086		T
28990.101	28991.019		N
28991.208	28991.687	x	
28991.826	28992.39		T
28992.761	28993.548		T
28993.18	28993.923	x	
28994.035	28994.353		T
28994.414	28996.012		T
28996.373	28996.679		T
28996.765	28996.989		T
28996.784	28998.118	fuss	
28997.592	28998.174		T
28998.174	29000.955		T
29002.366	29003.577		T
29004.507	29005.303		T
29005.645	29006.045	x	
29006.81	29007.177		T
29007.219	29008.355	laugh	
29007.794	29008.342		T
29008.545	29008.885		T
29008.983	29009.175		T
29009.266	29009.642		T
29009.816	29010.289		T
29010.295	29010.599		T
29010.906	29011.218		T
29015.845	29016.199	x	
29020.345	29021.192		T
29023.231	29023.42		T
29023.473	29023.718	x	
29023.973	29025.046		T
29025.484	29025.799		T
29025.973	29026.101		T
29027.19	29028.357	x	
29029.927	29030.561	fuss	
29030.991	29031.103		T
