Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
29434.801	29436.322	x	
29437.148	29439.148	x	
29440.032	29442.467	x	
29443.233	29445.222	x	
29446.6	29448.154	x	
29449.272	29450.663	x	
29456.18	29458.082	x	
29458.828	29460.382	x	
29461.443	29463.084	x	
29464.275	29465.09	x	
29495.265	29497.004	x	
29497.683	29498.661	x	
29499.666	29501.069	x	
29502.86	29504.11	x	
29504.595	29506.16	x	
29506.831	29507.266	x	
29520.822	29522.148	x	
29524.072	29524.985	x	
29526.609	29527.718	x	
29528.725	29529.606	x	
29531.807	29534.144	x	
29534.817	29536.067	x	
29537.208	29538.339	x	
29549.39	29550.901	x	
29551.574	29552.378	x	
29553.753	29554.069	x	
29563.014	29563.362	x	
29564.019	29564.345	x	
29566.015	29566.341	x	
29567.021	29569.195	x	
29569.769	29570.051	x	
29570.383	29571.013	x	
29571.603	29571.874	x	
29572.243	29573.069	x	
29574.831	29575.157	x	
29576.119	29577.434	x	
29578.259	29580.009	x	
29581.638	29581.942	x	
29584.056	29587.676	x	
29588.197	29589.839	x	
29596.649	29598.746	x	
29599.572	29600.398	x	
29602.096	29603.139	x	
29604.47	29605.1	x	
29605.801	29606.388	x	
29610.329	29611.101	x	
29611.514	29611.699	x	
29612.394	29612.709	x	
29613.198	29613.415	x	
29614.429	29616.212	x	
29616.825	29617.651	x	
29623.316	29624.827	x	
29625.35	29625.589	x	
29626.707	29628.218	x	
29629.48	29630.937	x	
29632.007	29632.898	x	
29643.405	29643.579	x	
29644.041	29644.323	x	
29645.003	29645.231	x	
29645.753	29646.024	x	
29646.426	29647.241	x	
29647.784	29648.045	x	
29649.256	29652.626	x	
29653.198	29653.481	x	
29654.464	29654.768	x	
29655.73	29656.013	x	
29657.192	29657.42	x	
29658.779	29658.953	x	
29663.59	29663.83	x	
29665.063	29665.302	x	
29665.992	29666.307	x	
29666.709	29668.339	x	
29669.433	29670.477	x	
29671.495	29674.267	x	
29675.202	29678.321	x	
29678.981	29681.036	x	
29681.752	29683.687	x	
29684.344	29685.844	x	
29687.05	29688.473	x	
29689.516	29690.603	x	
29691.54	29693.03	x	
29694.421	29697.171	x	
29699.031	29700.857	x	
29702.329	29705.351	x	
29706.136	29708.571	x	
29709.258	29710.411	x	
29711.823	29714.127	x	
29715.069	29717.602	x	
29718.629	29720.498	x	
29721.515	29723.297	x	
29724.803	29726.172	x	
