Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
11879.669	11880.805		T
11881.477	11887.386		T
11885.49	11886.45	x	
11887.679	11888.4		T
11888.516	11891.276		N
11891.814	11893.172		T
11894.736	11895.885		T
11896.749	11898.476		T
11898.17	11899.55	x	
11899.628	11901.186		N
11901.585	11903.208		T
11903.399	11904.124		N
11904.389	11905.893		T
11905.893	11907.844		N
11907.87	11908.179		T
11908.556	11909.939		T
11912.206	11915.414		N
11916.8	11917.11	x	
11918.731	11920.174		N
11920.426	11921.149		T
11921.44	11921.98		T
11922.05	11922.482		U
11922.798	11923.106		N
11923.74	11924.039		T
11925.636	11926.689		T
11926.92	11927.76	/bq dq/	
11928.071	11929.503		T
11929.503	11930.219		U
11930.726	11932.293		T
11934.03	11934.61	scream	
11935.5	11937.377		T
11937.531	11939.435		T
11939.895	11940.986		N
11940.986	11943.708		T
11944.4	11947.062		T
11945.28	11946.06	x	
11947.36	11949.309		T
11949.711	11950.966		N
11951	11951.87	scream	
11951.88	11952.68		T
11952.13	11952.67	x	
11953.35	11954.36	x	
11954.4	11955.232		N
11959.98	11962.25	x	
11969.18	11969.946		T
11970.32	11971.61	/ded1/	
11972.113	11972.711		N
11974.79	11975.8	/de de/	
11976.59	11978.13	cry	
11977.751	11980.206		T
11980.88	11981.439		T
11982.24	11982.65	x	
11985.743	11987.445		N
11987.55	11990	cry	
11990.291	11992.293		N
11993.565	11995.008		N
11995.06	11996.365		T
11998.18	11999.47	scream	
11999.65	12000.524		N
12000.524	12001.734		T
12001.986	12003.337		N 
12003.337	12003.339		T
12003.339	12004.66		T
12004.901	12005.777		T
12006.83	12007.47	/d4 dq/	
12008.175	12009.194		N
12009.505	12010.926		N
12010.926	12011.636		T
12012.27	12013.323		N
12015.796	12017.115		N
12017.471	12021.608		N
12022.951	12024.134		N
12025.328	12026.997		T
12028.66	12030.075		T
12034.543	12036.4		N
12036.4	12038.719		T
12037.99	12038.35	x	
12039.11	12039.96	x	
12040.365	12040.898		N
12040.898	12042.256		T
12043.69	12044.35	x	
12046.07	12047.36	scream	
12053.04	12054.152		N
12054.13	12054.62	grunt	
12057.456	12058.905		N
12060.32	12061.437		N
12061.631	12062.489		N
12063.201	12067.085		N
12066.52	12067.57	/d4d1/	
12068.338	12069.313		T
12070.02	12070.87	x	
12070.911	12071.926		T
12073.77	12074.4	x	
12075.611	12076.535		T
12078.631	12079.451		T
12079.798	12081.195		T
12082.206	12083.338		T
12084.46	12085.23	x	
12085.76	12086.1	whisper	
12086.24	12087.708		T
12087.72	12088.23	x	
12089.85	12091.461		T
12092.136	12093.681		N
12092.27	12093.26	/de  d4/	
12093.681	12094.546		T
12094.59	12095.695		T
12097.37	12098.59		T
12098.9	12099.6	x	
12100.36	12101.06	x	
12102.231	12103.155		T
12108.642	12109.811		N
12111.751	12112.687		T
12112.95	12114.01	x	
12114.601	12115.739		T
12114.94	12116.01	x	
12117.31	12118.478		T
12118.478	12119.901		N
12120.166	12120.836		N
12121.153	12123.674		T
12124.29	12125.108		T
12126.086	12127.095		T
12128.47	12129.353		T
12134.52	12135.431		N
12136.166	12137.05		N
12137.166	12139.505		N
12139.581	12140.901		N
12141.4	12143.271		N
12143.293	12147.262		N
12148.306	12149.054		N
12150.768	12152.833		N
12154.34	12154.95	scream	
12155.728	12156.511		T
12156.73	12157.11	grunt	
12158.597	12159.515		T
12159.3	12160.92	fuss	
12168.188	12172.222		N
12173.136	12174.871		N
12175.235	12176.384		N
