Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
39096.585	39097.355	x	
39106.085	39106.895	x	
39176.895	39177.125	x	
39184.97	39191.89	x	
39191.715	39192.072		T
39193.19	39196.54	x	
39199.79	39201.715	 x	
39202.005	39205.165	x	
39205.415	39207.985	fuss	
39211.18	39216.44	x	
39219.2	39219.55	x	
39228.625	39231.032	x	
39231.032	39232.245	x	
39235.955	39237.695	x	
39238.79	39239.49	/dq/	
39240.62	39241.17	/d4/	
39242.495	39243.945	/d4 d4 d4/	
39244.19	39244.67	/d4/	
39244.937	39245.927	x	
39247.055	39248.185	x	
39247.834	39248.738		T
39249.981	39250.492		T
39250.563	39251.194		T
39251.41	39253.32	/b4 bq bq bq bq/	
39252.413	39252.591		T
39252.656	39252.838		T
39252.93	39253.352		T
39254.385	39255.645	x	
39255.207	39255.626		N
39255.716	39255.921		N
39265.23	39266.3	x	
39267.665	39268.595	x	
39272.42	39273.22	x	
39274.26	39274.99	x	
39275.885	39276.888	x	
39277.435	39277.825	x	
39279.175	39279.925	x	
39286.38	39287.7	x	
39287.7	39289.05	x	
39291.415	39292.475	x 	
39301.66	39302.18	x	
39303.21	39304.13	x	
39309.88	39310.1	x	
39310.975	39312.605	x	
39313.39	39314.035	x	
39314.465	39315.775	/d4 d4/	
39316.305	39317.675	/dq d4 d4/	
39319.085	39319.495	x	
39322.335	39322.815	x	
39323.145	39324.015	/m4m1/	
39324.39	39325.57	/m4 m4 mq/	
39325.91	39326.4	x	
39326.855	39327.815	/m4m1m/	
39328.305	39329.515	/m4 m4m/	
39330.445	39331.625	/\\ m4 m4/	
39332.035	39332.415	/m4/	
39332.795	39333.685	/m4 m4/	
39334.21	39335.4	/m4 m4 m4/	
39335.865	39336.445	x	
39336.635	39337.715	/m4 m4m/	
39338.53	39339.912	x	
39340.168	39340.67	x	
39341.975	39342.935	fuss	
39343.47	39344.1	fuss	
39344.355	39344.905	fuss	
39344.921	39345.653		T
39346.481	39347.89		T
39348.553	39349.544		T
