Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
3138.02	3139.23	cry	
3139.58	3140.11	cry	
3140.21	3141.11	cry	
3140.24	3140.569		T
3141.049	3141.386		T
3141.39	3141.84	x	
3141.888	3142.788		T
3142.11	3143.75	x	
3142.999	3143.482		T
3144.02	3144.33	x	
3145.04	3145.34	/d4/	
3145.601	3146.279		T
3147.16	3147.53	x	
3149.105	3150.285	yell	
3150.745	3153.22	fuss  	
3153.595	3155.025	fuss	
3155.824	3156.353		T
3156.78	3157.03	x	
3170.985	3171.415	x	
3180.03	3180.82	x	
3201.544	3201.819		U
3202.915	3203.258		U
3211.948	3212.321		U
3214.575	3217.295	x	
3220.345	3221.125	x	
3225.565	3225.825	x	
3231.185	3231.425	x	
3232.745	3233.145	x	
3233.645	3233.825	x	
3235.205	3235.545	x	
3236.275	3236.595	x	
3237.565	3238.005	x	
3238.855	3239.505	x	
3240.04	3240.37	x	
3241.415	3242.365	x	
3249.61	3250	yell 	
3250.875	3251.145	/d4/	
3254.27	3254.87	/\ dq/	
3255.76	3256.44	x	
3263.22	3263.83	x	
3264.785	3265.435	/y4 yq/	
3266.43	3266.8	x	
3274.155	3274.885	x	
3276.39	3276.99	x	
3277.272	3277.866		T
3278.11	3278.77	/\ y4/	
3279.161	3279.537		T
3280.204	3280.718		T
3281.53	3282.18	x	
3281.564	3281.956		T
3282.786	3283.372		T
3284.125	3284.845	/\ y4/	
3285.151	3285.496		T
3286.605	3287.075	/f4/	
3287.48	3288.08	/dq/	
3288.5	3289.3	x	
3289.199	3289.816		T
3289.68	3290.15	x	
3291.269	3292.054		T
3292.965	3293.585	/\ ge/	
3295.335	3296.055	/bq/	
3296.515	3297.065	/de/	
3298.52	3299.12	x	
3299.59	3300.31	x	
3300.8	3301.13	/bq/	
3301.845	3302.505	x	
3303.015	3303.665	x	
3304.07	3304.56	/d4/	
3305.075	3305.455	x	
3305.795	3306.285	x	
3309.34	3310.53	x	
3311.215	3311.935	grunt	
3342.365	3342.755	x	
3343.67	3344.11	/b4/	
3344.595	3345.138		T
3345.74	3346.15	x	
3346.441	3346.932		T
3347.045	3347.472		T
3348.385	3348.955	x	
3352.007	3353.135		T
3353.295	3354.928		T
3355.019	3355.371		T
3355.475	3356.432		T
3356.541	3357.675		T
3357.811	3358.491		T
3358.62	3359.36	x	
3360.998	3361.461		N
3361.491	3361.935		N
3362.044	3363.23		N
3363.299	3363.72		N
3363.82	3364.047		N
3365.429	3365.972		N
3367.27	3370.23	x	
3371.546	3371.993		U
3372.21	3372.82	x	
3376.401	3377.149		N
3382.329	3382.736		N
3385.129	3385.972		N
3387.548	3388.752		N
3390.474	3391.25		N
3392.48	3393.109		N
3393.637	3396.733		N
3399.087	3401.337		N
3402.468	3403.553		N
3405.778	3406.812		N
3413.175	3413.515	x	
3417.126	3418.913		N
3420.556	3420.764		N
3420.807	3424.023		N
3424.111	3424.784		N
3425.599	3427.053		N
3427.1	3428.212		N
3433.256	3433.934		N
3435.678	3437.355		N
3438.821	3439.73		N
