Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
1251.391	1251.823	x	
1252.831	1253.785	/b7 b4/	
1254.713	1255.85	x	
1257.084	1257.379	/bq/	
1271.261	1271.5	/b4/	
1272.293	1272.555	/bq/	
1273.383	1273.724	/b4/	
1286.699	1286.915		N
1288.496	1293.792	x 	
1288.934	1289.2		N
1293.9	1294.995		T
1295.14	1295.549	/d4/	
1297.938	1298.219		T
1298.304	1298.881		T
1298.831	1299.502	x	
1300.101	1300.464	x	
1301.844	1302.356	/j4/	
1303.155	1303.712	/j4/	
1306.148	1306.977	/4 dq/	
1321.231	1321.732		T
1356.378	1357.231	x	
1377.348	1377.851		T
1377.967	1378.575		T
1411.377	1412.024	x	
1421.145	1422.634	/\ b4 t4/	
1426.783	1426.849		N
1426.999	1427.483		N
1446.413	1447.027	/\ d4/	
1468.669	1469.988	x	
1476.822	1477.163	/dq/	
1513.011	1513.327		T
1538.962	1539.36	x	
1539.927	1540.381	x	
1541.026	1541.514	x	
1542.01	1542.329	x	
1542.803	1543.315	x	
1543.71	1544.301	x	
1544.686	1545.129	x	
1545.366	1545.741	x	
1550.359	1551.109	x	
