Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
26161.21	26161.808		U
26161.715	26162.884	cry	
26162.286	26162.885		U
26172.161	26173.515		U
26174.566	26175.035		U
26175.019	26175.505	x	
26175.385	26175.603		U
26175.67	26175.979	sneeze	
26176.155	26177.319		N
26178.126	26178.346	x	
26178.427	26179.722		N
26178.765	26179.074	breath	
26180.844	26181.351	x	
26181.467	26181.907		N
26182.063	26182.18		N
26182.364	26182.568		N
26182.518	26183.444	x	
26183.866	26184.046		N
26184.121	26184.615		N
26184.705	26185.261		N
26186.597	26186.81	x	
26187.848	26188.076	cough	
26188.32	26189.061		N
26189.329	26189.726	sneeze	
26191.733	26192.966		N
26193.123	26193.491	x	
26194.403	26194.579	x	
26197.943	26199.711		N
26200.757	26201.559		N
26201.911	26202.147		N
26202.218	26202.571	/gi/	
26202.869	26204.27		N
26205.808	26206.915		N
26207.299	26207.679		N
26208.618	26209.308		N
26210.469	26210.895	breath	
26211.328	26212.931		N
26211.616	26212.366	x	
26215.075	26216.904		N
26218.375	26219.541		N
26221.09	26221.702		N
26221.803	26222.533		N
26222.437	26224.745	x	
26224.517	26225.465		N
26225.437	26226.658	x	
26227.223	26227.848	x	
26227.831	26228.62		N
26228.596	26229.125	x	
26229.367	26229.823	x	
26230.242	26230.754		N
26230.339	26230.538	x	
26230.804	26231.096		N
26231.122	26231.857	x	
26231.41	26231.677		N
26232.618	26232.875	x	
26233.572	26233.756	x	
26234.072	26234.47	x	
26235.217	26235.335	x	
26237.281	26237.862	x	
26244.982	26245.232	x	
26248.263	26248.94	x	
26249.527	26250.976	/\ g8 g8 \/	
26251.905	26253.413	/g8 g8 \ \/	
26254.024	26255.076	x	
26255.447	26256.293	x	
26257.907	26258.436	x	
26259.015	26259.67	x	
26260.64	26261.406	x	
26262.388	26263.255	x	
26265.578	26265.905	x	
26266.803	26267.029	x	
26267.808	26268.209	x	
26270.857	26272.351	x	
26273.817	26274.014	cough	
26280.972	26281.131	x	
26292.283	26293.02	cry	
26293.383	26294.99	cry	
26295.589	26296.589	cry	
26296.741	26296.933		N
26297.283	26297.442	x	
26297.763	26298.051	x	
26304.127	26304.319	x	
26305.312	26305.559	x	
26305.811	26306.016	x	
26306.807	26306.941	x	
26308.364	26308.757	cough	
26312.981	26313.449	cough	
26313.868	26314.211	cough	
26314.732	26317.394	cry	
26320.695	26321.402	cough	
26321.575	26321.772	breath	
26329.729	26329.879	x	
26330.445	26333.432	x	
26333.984	26334.201	x	
26334.724	26335.075	cry	
26338.812	26339.222		N
26339.372	26340.419		N
26340.99	26341.149	fuss	
26342.541	26342.989	fuss	
26347.778	26348.088	x	
26349.154	26352.522	x	
26353.11	26354.872	x	
26355.499	26356.432	cry	
26357.053	26358.467	cry	
26364.057	26364.627	sneeze	
26382.129	26383.582		N
26385.341	26385.943	sneeze	
26387.207	26387.328	x	
26391.263	26391.547	cough	
26392.489	26393.012	cough	
26393.231	26393.495	cough	
