Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
41757.83	41759.1	/b4 b4 b4/	
41759.466	41760.657	/\ \ w4/	
41761.333	41763.309	x	
41763.834	41765.62	/l4 l4 l4 l4/	
41766.119	41766.893	/l4/	
41767.478	41768.942	/l4 l4 \/	
41769.383	41770.954	/l4 \/	
41771.274	41772.631	x	
41839.82	41841.297	fuss	
41841.582	41842.178	fuss	
41842.632	41843.525	fuss	
41844.383	41845.359	fuss	
41887.906	41889.406	x	
41889.634	41891.134	x	
41891.465	41891.977	x	
41897.395	41897.764	x	
41900.407	41900.812	x	
41924.776	41925.181	x	
41929.13	41929.475	x	
41929.762	41930.083	x	
41930.394	41931.465	x	
41932.894	41934.703	/\ y4 y3]/	
41935.107	41936.333	/d4 \/	
41936.906	41937.74	/d4d1/	
41937.329	41937.694		T
41938.511	41939.856	x	
41940.276	41942.848	x	
41943.203	41944.346	/m4/	
41944.727	41946.168	/m4m1/	
41946.573	41947.085	/m4/	
41947.393	41948.441	x	
41949.275	41950.811	x	
41951.704	41953.002	x	
41953.669	41955.026	x	
41955.62	41957.204	x	
41956.898	41957.2		T
41957.655	41958.786	x	
41958.685	41959.22		T
41959.273	41959.499	x	
41963.143	41963.691	x	
41964.822	41966.703	x	
41967.107	41967.904	x	
41968.597	41969.907	x	
41970.204	41971.3	x	
41971.705	41973.693	x	
41974.106	41974.547	x	
41982.893	41983.357	x	
41984.205	41984.955	x	
41985.467	41986.431	x	
41987.082	41987.868	x	
41988.142	41988.82	x	
41989.309	41989.94	x	
41990.681	41990.943	x	
41992.607	41993.869	x	
42012.942	42013.823	/yi \/	
42015.191	42015.417	x	
42043.441	42044.869	x	
42045.143	42046.096	x	
42048.561	42049.144	x	
42049.5	42050.452	x	
42050.739	42052.382	/\ \ d4 \/	
