Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
44595.557	44596.035		N
44596.593	44596.874		N
44596.732	44596.992	/gi/	
44597.052	44598.416		N
44598.392	44598.922	x	
44600.62	44602.109		N
44603.032	44604.604		N
44605.912	44606.302	cry	
44608.082	44608.742	/d3] \/	
44608.384	44608.749		U
44608.83	44610.139		N
44611.247	44611.882		N
44612	44612.166		N
44612.602	44612.762		N
44612.795	44613.089		N
44614.162	44614.736		N
44615.424	44617.86		N
44618.429	44620.122		N
44618.972	44619.512	cry	
44620.502	44623.072	cry	
44620.822	44621.535		N
44621.554	44622.718		N
44622.896	44623.173		N
44625.553	44625.901		N
44627.226	44629.645		N
44630.55	44631.206		N
44631.397	44632.851		N
44633.082	44633.372	laugh	
44633.906	44635.705		T
44635.712	44635.821		N
44635.792	44637.202	/\ gi/	
44636.059	44636.278		N
44636.366	44636.779		N
44636.779	44637.752		T
44639.44	44640.406		T
44640.802	44641.232	laugh	
44642.652	44642.763		N
44642.929	44643.53		N
44644.548	44645.015		U
44645.118	44646.097		U
44647.232	44648.492	laugh	
44647.78	44648.065		U
44648.239	44648.589		U
44649.103	44649.47		U
44650.28	44652.118		T
44652.632	44654.562	laugh	
44652.876	44654.106		T
44654.171	44655.332		T
44655.412	44656.292	/gi g3] g2/	
44656	44656.629		T
44656.68	44657.824		T
44657.492	44657.932	x	
44661.766	44662.358		T
44662.6	44665.773		T
44665.992	44666.782	laugh	
44667.202	44668.018		T
44667.472	44667.992	laugh	
44668.099	44668.958		T
44669.097	44669.299		T
44670.692	44671.448		T
44673.914	44674.529		T
44676.547	44677.144		T
44682.58	44682.894		T
44683.012	44685.492	laugh	
44684.444	44685.155		T
44685.455	44685.714		U
44685.856	44686.129		T
44686.352	44686.819		T
44687.042	44687.472	laugh	
44687.586	44690.702		T
44688.322	44689.162	laugh	
44692.512	44693.762	laugh	
44696.186	44696.751		T
44698.911	44699.346		N
44699.712	44700.072	laugh	
44699.723	44700.135		T
44701.192	44701.872	laugh	
44701.804	44702.961		U
44706.134	44706.897		N
44707.007	44707.249		U
44709.752	44711.042	cry	
44710.854	44711.794		T
44712.373	44713.195		U
44713.724	44714.462		U
44714.665	44714.888		U
44717.992	44719.432	laugh	
44725.552	44726.952	laugh	
44726.096	44726.447		T
44726.575	44726.65		T
44727.242	44728.422	laugh	
44730.185	44731.144		U
44731.282	44731.702	x	
44733.112	44734.392	cry	
44734.809	44735.003		T
44735.892	44736.892	/e] y3] \/	
44737.499	44738.271		T
44737.682	44738.392	x	
44738.724	44739.414		T
44739.832	44743.602	laugh	
44740.736	44741.098		T
44741.269	44742.549		T
44743.079	44744.448		T
44745.022	44747.088	x	
44747.81	44748.65	/d3] gu/	
44753.382	44753.732	/de/	
44754.672	44756.222	/\ g3] g3]/	
44760.582	44761.012	laugh	
44761.008	44761.259		T
44761.882	44762.442	laugh	
44762.842	44763.648		T
44765.012	44766.582	x	
44773.242	44776.522	laugh	
44773.721	44774.017		T
44774.565	44774.918		T
44775.981	44776.721		T
