Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
33976.483	33978.39		N
33979.249	33979.791		N
33980.334	33982.459		N
33982.617	33983.436		N
33984.222	33985.664		N
33987.625	33988.268		U
33990.078	33990.713		T
33991.635	33992.835	x	
33993.124	33993.719		T
33994.515	33995.085	/y3]/	
33995.866	33996.48		T
34000.208	34000.61		T
34016.69	34017.2	x	
34018.822	34021.195		N
34022.669	34023.545		N
34024.11	34025.945		N
34026.582	34027.088		N
34027.124	34028.69		N
34031.389	34032.437		T
34040.174	34040.592		U
34044.872	34046.177		T
34047.515	34047.995	x	
34048.387	34048.849		T
34049.005	34049.545	x	
34050.135	34050.995	x	
34051.299	34051.914		T
34054.515	34055.215	x	
34057.545	34058.835	x	
34058.515	34060.137		N
34061.404	34061.645		N
34062.208	34063.617		N
34063.05	34064.27	/3] d4/	
34064.519	34064.921		N
34065.36	34067.73	/be b2 d4 d4 \/	
34066.686	34067.068		N
34068.048	34068.643		T
34069.899	34071.779		N
34072.745	34073.095	/bq/	
34073.205	34075.285	/\ \ de/	
34073.211	34073.994		N
34074.227	34076.082		N
34076.176	34078.023		N
34077.755	34079.175	x	
34079.137	34080.149		T
34080.298	34081.005		N
34081.095	34081.845	x	
34081.121	34082.486		N
34082.565	34085.295	/ye le le le le \/	
34084.143	34084.725		T
34085.096	34086.3		T
34086.3	34086.682		N
34086.91	34088.63	/\ \ \ dq \/	
34086.917	34088.106		N
34088.194	34089.278		N
34089.763	34090.305		N
34090.55	34091.21	/m4/	
34092.124	34093.064		N
34092.68	34092.98	x	
34093.962	34095.05		N
34095.991	34096.208		N
34096.379	34096.78		N
34098.385	34099.052		N
34099.347	34104.552		N
34105.225	34105.65		N
34105.899	34107.727		N
34110.806	34111.866		N
34112.24	34113.06	x	
34113.59	34114.706		N
34115.256	34117.915		N
34116.76	34117.61	x	
34118.459	34120.001		N
34118.785	34119.335	x	
34121.152	34121.321		N
34121.465	34122.791		N
34122.61	34123.89	x	
34123.536	34126.311		N
34128.35	34129.68		N
34128.8	34130.51	x	
34131.268	34131.649		N
34132.842	34135.585		U
34136.163	34136.653		N
34139.973	34140.551		N
34141.403	34141.548		N
34143.155	34147.271		N
34149.825	34152.205	x	
34150.779	34151.884		N
34153.657	34153.821		N
34165.645	34168.395	x	
34169.722	34170.164		U
34170.242	34173.21		U
34178.076	34178.217		U
34178.538	34178.683		U
34179.398	34179.948		U
34180.205	34180.888		U
34181.052	34181.734		U
34182.568	34183.432		U
34187.45	34188.79	/w4 w4 w4/	
34191.999	34192.884		T
34194.806	34196.16		U
34196.862	34197.308		U
34198.4	34198.77	x	
34198.432	34199.47		U
34201.215	34201.512		N
34201.806	34202.175		T
34202.981	34203.33		T
34203.372	34203.708		T
34203.75	34204.28		T
34205.133	34206.667		U
34208.132	34209.239		U
34210.185	34210.76		U
34211.869	34212.685		N
34231.335	34232.935	x	
34236.125	34237.525	x	
34239.413	34239.83		N
34243.645	34244.155	x	
34244.82	34245.31	x	
34246.25	34247.051		T
34263.215	34264.235		T
34265.528	34268.009		T
34268.438	34268.829		T
34272.96	34274.47	/4 w4 w4/	
34274.039	34277.538		T
