Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
9313.07	9313.33	x	
9322.835	9323.225	x	
9324.465	9324.735	x	
9326.045	9326.605	x	
9327.28	9327.76	x	
9332.09	9332.28	x	
9365.87	9366.19	x	
9374.595	9376.545	fuss	
9377.175	9377.735	x	
9378.42	9380.52	x	
9380.845	9382.695	x	
9382.893	9383.243	x	
9383.463	9383.833	x	
9383.973	9384.413	x	
9384.558	9384.968	x	
9385.098	9385.468	x	
9385.648	9387.718	cry	
9387.848	9388.948	cry	
9389.223	9390.303	cry	
9395.098	9397.198	x	
9397.743	9398.453	x	
9398.623	9399.553	x	
9400.233	9401.103	x	
9401.328	9401.499		T
9401.423	9402.183	x	
9402.631	9402.812		T
9402.668	9403.708	x	
9402.933	9403.01		T
9403.413	9403.698		T
9405.193	9405.894		T
9408.164	9408.597		T
9410.44	9411.265		T
9411.923	9412.133	x	
9413.083	9413.263	x	
9414.878	9416.398	cry	
9416.833	9418.043	cry	
9419.343	9420.783	/mq \/	
9420.886	9421.206		T
9421.168	9422.548	/y3] w3]/	
9421.66	9421.789		T
9423.023	9424.273	x	
9424.743	9426.113	x	
9426.683	9428.113	x	
9428.523	9430.093	x	
9436.443	9437.843	x	
9439.118	9440.268	x	
9442.438	9443.628	/m3] myu/	
9449.598	9452.438	/\ m3] m 8 m3] m8/	
9452.973	9454.073	/\ mq m8/	
9455.328	9456.548	/\ mq m2/	
9457.564	9458.316		T
9458.422	9458.808		T
9458.823	9459.083	x	
9458.877	9460.388		T
9460.615	9461.037		T
9461.093	9463.182		T
9464.152	9465.161		T
9465.838	9466.138	x	
9467.203	9469.053	/\ mi mq mi/	
9469.683	9471.303	x	
9471.24	9473.035		T
9476.228	9477.748		T
9479.683	9480.506		T
9481.576	9481.678		T
9481.773	9481.878		T
9482.969	9484.632		T
9495.898	9496.158	x	
9497.703	9497.883	x	
9499.308	9499.498	x	
9516.208	9516.839		T
9518.13	9519.295		T
9519.308	9519.668	x	
9520.953	9521.203	x	
9522.004	9522.933		T
9522.403	9522.553	x	
9523.903	9524.443	fuss	
9524.519	9525.94		T
9524.918	9527.098	fuss	
9527.973	9528.963	fuss	
9530.093	9532.803	fuss 	
9530.254	9531.154		T
9532.3	9534.67		T
9535.698	9535.98		N
9537.055	9537.69		N
9540.664	9541.199		N
9542.933	9544.523	fuss	
9544.713	9546.623	fuss	
9546.922	9548.583	fuss	
9548.872	9550.574	cry	
9550.839	9551.773	cry	
9552.076	9552.808	cry	
9553.044	9553.77	cry	
9554.159	9556.171	cry	
9554.33	9554.928		T
9556.236	9556.973		T
9557.018	9558.338		T
9558.804	9559.411	x	
9559.946	9560.445		T
9560.955	9561.985	x	
9562.638	9563.039		T
9564.526	9565.052		T
9566.615	9567.129		T
9567.163	9568.609	fuss	
9569.297	9569.629		T
9570.49	9571.341	x	
9572.456	9573.66		T
9573.342	9573.693	x	
9574.377	9575.154		T
9596.899	9598.066		T
