Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
11578.72	11583.23	cry	
11579.446	11579.602		T
11579.832	11580.174		T
11581.502	11583.252		T
11583.395	11586.125	cry 	
11583.724	11585.569		T
11586.225	11588.235	cry	
11586.25	11588.25		T
11588.579	11590.361		T
11589.69	11595.52	cry	
11591.374	11593.312		T
11594.355	11595.539		T
11595.725	11599.255	cry	
11596.102	11597.959		T
11598.489	11600.033		T
11600.779	11602.938		T
11603.448	11605.195		T
11603.96	11604.52	x	
11605.881	11607.924		T
11608.299	11609.895		T
11610.591	11612.403		T
11612.19	11613.19	cry	
11613.286	11614.74		T
11615.45	11620.08	 cry	
11615.567	11617.709		T
11618.137	11619.357		T
11620.258	11621.694		T
11622.442	11624.019		T
11624.764	11626.397		T
11627.295	11629.139		T
11629.885	11631.415		T
11632.088	11633.735		T
11634.329	11635.925		T
11635.92	11636.79	cry	
11636.786	11637.927		T
11637.915	11638.875	cry	
11638.125	11638.819		T
11639.644	11640.208		T
11639.9	11643.19	cry	
11644.045	11644.425	cry	
11645.295	11645.51		U
11646.305	11647.375	x	
11649.79	11650.4	x	
11657.345	11657.915	/4/	
11660.28	11661.38	/3] yu/	
11662.685	11663.062		T
11663.95	11664.71	/yu/	
11669.16	11669.86	x	
11670.66	11671.16	x	
11673	11674.65	/yu u g4 4/	
11675.56	11676.15	x	
11678.605	11680.505	/4 w4/	
11681.335	11682.125	x	
11686.38	11686.94	x	
11688.1	11688.94	/dq \/	
11689.94	11690.71	/b4 de]/	
11691.195	11692.045	/de] d4/	
11692.7	11693.46	/de d2t/	
11694.15	11694.73	/dq/	
11698.01	11698.28	x	
11705.685	11705.905	/4p/	
11716.115	11716.585	x	
11721.52	11722.06	x	
11726.009	11726.189		T
11726.267	11727.167		T
11729.352	11729.527		T
11729.48	11729.92	x	
11729.714	11730.239		T
11731.42	11732.01	/\ g4/	
11732.885	11733.06		T
11733.095	11735.485	cry	
11733.138	11733.601		T
11736.2	11736.51	x	
11740.953	11742.115		T
11744.505	11745.925	cry	
11749.775	11750.525	cough	
11751.62	11751.87	x	
11752.127	11753.954		T
11754.084	11755.734		T
11757.372	11759.238		T
11759.575	11761.134		T
11763.726	11764.524		T
11765.38	11766.17	x	
11766.498	11767.042		T
11768.625	11770.365	x	
11770.499	11771.379		T
11771.394	11772.587		T
11773.365	11773.695	x	
11773.948	11774.311		T
11774.64	11776.29	/wq h4/	
11775.655	11776.322		T
11777.355	11778.315	x	
11778.975	11779.835	x	
11781.205	11783.285	x	
11784.821	11785.097		U
11785.722	11786.476		T
11788.284	11788.663		N
11790.172	11792.916		T
11794.336	11796.222		T
11796.564	11798.195		T
11799.032	11801.14		T
11801.487	11803.328		T
11804.538	11806.77		T
11807.304	11809.689		T
11810.167	11812.519		T
11812.923	11815.284		T
11816.25	11818.65		T
11819.207	11821.51		T
11822.191	11824.578		T
11824.964	11827.138		T
11828.951	11831.309		T
11831.705	11833.866		T
11834.68	11836.975		T
11837.479	11839.86		T
11840.904	11843.298		T
11843.864	11845.75		T
11846.574	11848.964		T
11849.636	11851.649		T
11852.899	11855.44		T
11856.015	11858.281		T
11859.093	11861.377		T
11862.096	11864.33		T
11865.462	11867.776		T
11868.576	11870.553		T
11871.671	11872.267		T
11872.83	11873.098		T
11876.683	11878.201		T
