Begin Time - ss.msec	End Time - ss.msec	InfantVoc	AdultDirection
14403.342	14404.132		T
14405.511	14406.484		T
14415.99	14416.319		N
14417.226	14417.966		N
14418.785	14419.053		N
14420.145	14422.903		N
14424.848	14425.58		N
14426.188	14426.737		N
14428.441	14429.421		N
14432.072	14433.545		N
14433.74	14433.985		N
14434.095	14434.719		N
14435.18	14436.652		N
14438.1	14440.026		N
14440.333	14442.239		N
14446.353	14448.002		N
14448.9	14449.861		N
14450.018	14450.489		N
14457.529	14457.772		T
14458.741	14462.031	/4 b8 b8 b8/	
14460.149	14460.415		T
14462.481	14462.891	x	
14463.3	14463.977		T
14464.13	14466.252		T
14475.631	14476.551	x	
14476.294	14478.03		U
14486.671	14486.983		T
14493.406	14497.456	fuss	
14498.146	14499.686	fuss	
14500.591	14503.531	fuss	
14504.471	14505.365		T
14505.276	14505.996	x	
14506.766	14507.295		T
14507.751	14509.151	x	
14509.966	14510.586	/bq/	
14511.186	14511.624		T
14511.641	14512.821	/4 b2 b2/	
14513.186	14513.757		T
14514.82	14516.87	/bq b2 \/	
14519.52	14520.95	/bq bq/	
14521.17	14522.03	/bq/	
14523.525	14524.515	/dq dq/	
14524.537	14525.16		T
14525.304	14525.772		T
14526.435	14527.572		T
14531.802	14532.303		T
14532.334	14534.723		T
14535.255	14536.665		T 
14537.446	14541.221		T 
14541.801	14545.659		T 
14546.052	14548.542		T
14549.343	14551.11		T
14554.185	14554.895	x	
14554.641	14556.14		T
14556.785	14557.125	/b8/	
14557.417	14558.438		T
14558.828	14559.755		T
14560.376	14560.834		T
14561.259	14563.839		T
14566.171	14567.556		T
14578.53	14579.98	x	
14580.84	14582.12	x	
14582.675	14585.295	x	
14586.16	14587.71	x	
14588.65	14590.25	x	
14591.035	14592.105	/w2/	
14591.065	14591.392		T
14595.191	14597.766		T 
14598.827	14600.513		T 
14601.656	14603.787		T
14603.902	14605.965		T 
