"","InfantID","FileName","code1","code2","seqcode"
"1","WW04","WW04_segment1.txt","X","N","XN"
"2","WW04","WW04_segment1.txt","N","N","NN"
"3","WW04","WW04_segment1.txt","N","X","NX"
"4","WW04","WW04_segment1.txt","X","T","XT"
"5","WW04","WW04_segment1.txt","T","T","TT"
"6","WW04","WW04_segment1.txt","T","C","TC"
"7","WW04","WW04_segment1.txt","C","T","CT"
"8","WW04","WW04_segment1.txt","T","T","TT"
"9","WW04","WW04_segment1.txt","T","T","TT"
"10","WW04","WW04_segment1.txt","T","T","TT"
"11","WW04","WW04_segment1.txt","T","P","TP"
"12","WW04","WW04_segment1.txt","P","C","PC"
"13","WW04","WW04_segment1.txt","C","P","CP"
"14","WW04","WW04_segment1.txt","P","P","PP"
"15","WW04","WW04_segment1.txt","P","P","PP"
"16","WW04","WW04_segment1.txt","P","P","PP"
"17","WW04","WW04_segment1.txt","P","U","PU"
"18","WW04","WW04_segment1.txt","U","U","UU"
"19","WW04","WW04_segment1.txt","U","C","UC"
"20","WW04","WW04_segment1.txt","C","P","CP"
"21","WW04","WW04_segment1.txt","P","P","PP"
"22","WW04","WW04_segment1.txt","P","C","PC"
"23","WW04","WW04_segment1.txt","C","X","CX"
"24","WW04","WW04_segment1.txt","X","R","XR"
"25","WW04","WW04_segment1.txt","R","R","RR"
"26","WW04","WW04_segment1.txt","R","R","RR"
"27","WW04","WW04_segment1.txt","R","P","RP"
"28","WW04","WW04_segment1.txt","P","C","PC"
"29","WW04","WW04_segment1.txt","C","C","CC"
"30","WW04","WW04_segment1.txt","C","C","CC"
"31","WW04","WW04_segment1.txt","C","C","CC"
"32","WW04","WW04_segment1.txt","C","C","CC"
"33","WW04","WW04_segment1.txt","C","C","CC"
"34","WW04","WW04_segment1.txt","C","C","CC"
"35","WW04","WW04_segment1.txt","C","C","CC"
"36","WW04","WW04_segment1.txt","C","C","CC"
"37","WW04","WW04_segment1.txt","C","X","CX"
"38","WW04","WW04_segment1.txt","X","X","XX"
"39","WW04","WW04_segment1.txt","X","C","XC"
"40","WW04","WW04_segment1.txt","C","P","CP"
"41","WW04","WW04_segment1.txt","P","P","PP"
"42","WW04","WW04_segment1.txt","P","P","PP"
"43","WW04","WW04_segment1.txt","P","C","PC"
"44","WW04","WW04_segment1.txt","C","X","CX"
"45","WW04","WW04_segment1.txt","X","P","XP"
"46","WW04","WW04_segment1.txt","P","X","PX"
"47","WW04","WW04_segment1.txt","X","P","XP"
"48","WW04","WW04_segment1.txt","P","P","PP"
"49","WW04","WW04_segment1.txt","P","P","PP"
"50","WW04","WW04_segment1.txt","P","P","PP"
"51","WW04","WW04_segment1.txt","P","P","PP"
"52","WW04","WW04_segment1.txt","P","P","PP"
"53","WW04","WW04_segment1.txt","P","X","PX"
"54","WW04","WW04_segment1.txt","X","R","XR"
"55","WW04","WW04_segment1.txt","R","P","RP"
"56","WW04","WW04_segment1.txt","P","X","PX"
"57","WW04","WW04_segment1.txt","X","X","XX"
"58","WW04","WW04_segment1.txt","X","X","XX"
"59","WW04","WW04_segment1.txt","X","R","XR"
"60","WW04","WW04_segment1.txt","R","N","RN"
"61","WW04","WW04_segment1.txt","N","N","NN"
"62","WW04","WW04_segment1.txt","N","N","NN"
"63","WW04","WW04_segment1.txt","N","U","NU"
"64","WW04","WW04_segment1.txt","U","C","UC"
"65","WW04","WW04_segment1.txt","C","P","CP"
"66","WW04","WW04_segment1.txt","P","P","PP"
"67","WW04","WW04_segment1.txt","P","X","PX"
"68","WW04","WW04_segment1.txt","X","X","XX"
"69","WW04","WW04_segment1.txt","X","X","XX"
"70","WW04","WW04_segment1.txt","X","X","XX"
"71","WW04","WW04_segment1.txt","X","X","XX"
"72","WW04","WW04_segment1.txt","X","X","XX"
"73","WW04","WW04_segment1.txt","X","C","XC"
"74","WW04","WW04_segment1.txt","C","P","CP"
"75","WW04","WW04_segment1.txt","P","P","PP"
"76","WW04","WW04_segment1.txt","P","U","PU"
"77","WW04","WW04_segment1.txt","U","U","UU"
"78","WW04","WW04_segment1.txt","U","P","UP"
"79","WW04","WW04_segment1.txt","P","U","PU"
"80","WW04","WW04_segment1.txt","U","P","UP"
"81","WW04","WW04_segment1.txt","P","P","PP"
"82","WW04","WW04_segment1.txt","P","P","PP"
"83","WW04","WW04_segment1.txt","P","X","PX"
"84","WW04","WW04_segment1.txt","X","X","XX"
"85","WW04","WW04_segment1.txt","X","R","XR"
"86","WW04","WW04_segment1.txt","R","P","RP"
"87","WW04","WW04_segment1.txt","P","R","PR"
"88","WW04","WW04_segment2.txt","X","C","XC"
"89","WW04","WW04_segment2.txt","C","X","CX"
"90","WW04","WW04_segment2.txt","X","P","XP"
"91","WW04","WW04_segment2.txt","P","P","PP"
"92","WW04","WW04_segment2.txt","P","R","PR"
"93","WW04","WW04_segment2.txt","R","P","RP"
"94","WW04","WW04_segment2.txt","P","P","PP"
"95","WW04","WW04_segment2.txt","P","T","PT"
"96","WW04","WW04_segment2.txt","T","X","TX"
"97","WW04","WW04_segment2.txt","X","X","XX"
"98","WW04","WW04_segment2.txt","X","T","XT"
"99","WW04","WW04_segment2.txt","T","C","TC"
"100","WW04","WW04_segment2.txt","C","T","CT"
"101","WW04","WW04_segment2.txt","T","P","TP"
"102","WW04","WW04_segment2.txt","P","P","PP"
"103","WW04","WW04_segment2.txt","P","P","PP"
"104","WW04","WW04_segment2.txt","P","P","PP"
"105","WW04","WW04_segment2.txt","P","P","PP"
"106","WW04","WW04_segment2.txt","P","P","PP"
"107","WW04","WW04_segment2.txt","P","P","PP"
"108","WW04","WW04_segment2.txt","P","T","PT"
"109","WW04","WW04_segment2.txt","T","C","TC"
"110","WW04","WW04_segment2.txt","C","C","CC"
"111","WW04","WW04_segment2.txt","C","C","CC"
"112","WW04","WW04_segment2.txt","C","C","CC"
"113","WW04","WW04_segment2.txt","C","C","CC"
"114","WW04","WW04_segment2.txt","C","N","CN"
"115","WW04","WW04_segment2.txt","N","X","NX"
"116","WW04","WW04_segment2.txt","X","X","XX"
"117","WW04","WW04_segment2.txt","X","X","XX"
"118","WW04","WW04_segment2.txt","X","N","XN"
"119","WW04","WW04_segment2.txt","N","N","NN"
"120","WW04","WW04_segment2.txt","N","T","NT"
"121","WW04","WW04_segment2.txt","T","X","TX"
"122","WW04","WW04_segment2.txt","X","X","XX"
"123","WW04","WW04_segment2.txt","X","C","XC"
"124","WW04","WW04_segment2.txt","C","N","CN"
"125","WW04","WW04_segment2.txt","N","X","NX"
"126","WW04","WW04_segment2.txt","X","X","XX"
"127","WW04","WW04_segment2.txt","X","R","XR"
"128","WW04","WW04_segment2.txt","R","X","RX"
"129","WW04","WW04_segment2.txt","X","X","XX"
"130","WW04","WW04_segment2.txt","X","X","XX"
"131","WW04","WW04_segment2.txt","X","P","XP"
"132","WW04","WW04_segment2.txt","P","P","PP"
"133","WW04","WW04_segment2.txt","P","R","PR"
"134","WW04","WW04_segment2.txt","R","X","RX"
"135","WW04","WW04_segment2.txt","X","X","XX"
"136","WW04","WW04_segment2.txt","X","P","XP"
"137","WW04","WW04_segment2.txt","P","X","PX"
"138","WW04","WW04_segment2.txt","X","P","XP"
