"","InfantID","SegmentID","FileName","code1","code2","seqcode"
"1","WW04","1","WW04_segment1_full.txt","X","N","XN"
"2","WW04","1","WW04_segment1_full.txt","N","N","NN"
"3","WW04","1","WW04_segment1_full.txt","N","P","NP"
"4","WW04","1","WW04_segment1_full.txt","P","X","PX"
"5","WW04","1","WW04_segment1_full.txt","X","T","XT"
"6","WW04","1","WW04_segment1_full.txt","T","T","TT"
"7","WW04","1","WW04_segment1_full.txt","T","C","TC"
"8","WW04","1","WW04_segment1_full.txt","C","T","CT"
"9","WW04","1","WW04_segment1_full.txt","T","T","TT"
"10","WW04","1","WW04_segment1_full.txt","T","T","TT"
"11","WW04","1","WW04_segment1_full.txt","T","T","TT"
"12","WW04","1","WW04_segment1_full.txt","T","P","TP"
"13","WW04","1","WW04_segment1_full.txt","P","P","PP"
"14","WW04","1","WW04_segment1_full.txt","P","P","PP"
"15","WW04","1","WW04_segment1_full.txt","P","C","PC"
"16","WW04","1","WW04_segment1_full.txt","C","P","CP"
"17","WW04","1","WW04_segment1_full.txt","P","P","PP"
"18","WW04","1","WW04_segment1_full.txt","P","P","PP"
"19","WW04","1","WW04_segment1_full.txt","P","P","PP"
"20","WW04","1","WW04_segment1_full.txt","P","P","PP"
"21","WW04","1","WW04_segment1_full.txt","P","P","PP"
"22","WW04","1","WW04_segment1_full.txt","P","P","PP"
"23","WW04","1","WW04_segment1_full.txt","P","P","PP"
"24","WW04","1","WW04_segment1_full.txt","P","P","PP"
"25","WW04","1","WW04_segment1_full.txt","P","P","PP"
"26","WW04","1","WW04_segment1_full.txt","P","U","PU"
"27","WW04","1","WW04_segment1_full.txt","U","U","UU"
"28","WW04","1","WW04_segment1_full.txt","U","P","UP"
"29","WW04","1","WW04_segment1_full.txt","P","C","PC"
"30","WW04","1","WW04_segment1_full.txt","C","P","CP"
"31","WW04","1","WW04_segment1_full.txt","P","P","PP"
"32","WW04","1","WW04_segment1_full.txt","P","P","PP"
"33","WW04","1","WW04_segment1_full.txt","P","P","PP"
"34","WW04","1","WW04_segment1_full.txt","P","U","PU"
"35","WW04","1","WW04_segment1_full.txt","U","P","UP"
"36","WW04","1","WW04_segment1_full.txt","P","C","PC"
"37","WW04","1","WW04_segment1_full.txt","C","X","CX"
"38","WW04","1","WW04_segment1_full.txt","X","X","XX"
"39","WW04","1","WW04_segment1_full.txt","X","P","XP"
"40","WW04","1","WW04_segment1_full.txt","P","R","PR"
"41","WW04","1","WW04_segment1_full.txt","R","R","RR"
"42","WW04","1","WW04_segment1_full.txt","R","R","RR"
"43","WW04","1","WW04_segment1_full.txt","R","P","RP"
"44","WW04","1","WW04_segment1_full.txt","P","P","PP"
"45","WW04","1","WW04_segment1_full.txt","P","P","PP"
"46","WW04","1","WW04_segment1_full.txt","P","P","PP"
"47","WW04","1","WW04_segment1_full.txt","P","C","PC"
"48","WW04","1","WW04_segment1_full.txt","C","C","CC"
"49","WW04","1","WW04_segment1_full.txt","C","P","CP"
"50","WW04","1","WW04_segment1_full.txt","P","C","PC"
"51","WW04","1","WW04_segment1_full.txt","C","P","CP"
"52","WW04","1","WW04_segment1_full.txt","P","C","PC"
"53","WW04","1","WW04_segment1_full.txt","C","C","CC"
"54","WW04","1","WW04_segment1_full.txt","C","C","CC"
"55","WW04","1","WW04_segment1_full.txt","C","C","CC"
"56","WW04","1","WW04_segment1_full.txt","C","C","CC"
"57","WW04","1","WW04_segment1_full.txt","C","C","CC"
"58","WW04","1","WW04_segment1_full.txt","C","P","CP"
"59","WW04","1","WW04_segment1_full.txt","P","X","PX"
"60","WW04","1","WW04_segment1_full.txt","X","P","XP"
"61","WW04","1","WW04_segment1_full.txt","P","X","PX"
"62","WW04","1","WW04_segment1_full.txt","X","C","XC"
"63","WW04","1","WW04_segment1_full.txt","C","P","CP"
"64","WW04","1","WW04_segment1_full.txt","P","P","PP"
"65","WW04","1","WW04_segment1_full.txt","P","P","PP"
"66","WW04","1","WW04_segment1_full.txt","P","P","PP"
"67","WW04","1","WW04_segment1_full.txt","P","P","PP"
"68","WW04","1","WW04_segment1_full.txt","P","P","PP"
"69","WW04","1","WW04_segment1_full.txt","P","P","PP"
"70","WW04","1","WW04_segment1_full.txt","P","P","PP"
"71","WW04","1","WW04_segment1_full.txt","P","C","PC"
"72","WW04","1","WW04_segment1_full.txt","C","P","CP"
"73","WW04","1","WW04_segment1_full.txt","P","X","PX"
"74","WW04","1","WW04_segment1_full.txt","X","P","XP"
"75","WW04","1","WW04_segment1_full.txt","P","P","PP"
"76","WW04","1","WW04_segment1_full.txt","P","P","PP"
"77","WW04","1","WW04_segment1_full.txt","P","X","PX"
"78","WW04","1","WW04_segment1_full.txt","X","P","XP"
"79","WW04","1","WW04_segment1_full.txt","P","P","PP"
"80","WW04","1","WW04_segment1_full.txt","P","P","PP"
"81","WW04","1","WW04_segment1_full.txt","P","P","PP"
"82","WW04","1","WW04_segment1_full.txt","P","P","PP"
"83","WW04","1","WW04_segment1_full.txt","P","P","PP"
"84","WW04","1","WW04_segment1_full.txt","P","P","PP"
"85","WW04","1","WW04_segment1_full.txt","P","P","PP"
"86","WW04","1","WW04_segment1_full.txt","P","P","PP"
"87","WW04","1","WW04_segment1_full.txt","P","P","PP"
"88","WW04","1","WW04_segment1_full.txt","P","P","PP"
"89","WW04","1","WW04_segment1_full.txt","P","P","PP"
"90","WW04","1","WW04_segment1_full.txt","P","P","PP"
"91","WW04","1","WW04_segment1_full.txt","P","P","PP"
"92","WW04","1","WW04_segment1_full.txt","P","P","PP"
